price,category,bedrooms,bathrooms,building_size,condominium_name,sku,geo_location,furnished_status,title,address,short_description,url
7598010,condo,2,1,48.5,The Erin Heights,CD66C35CE051286PH,"[121.082236,14.665648]",,"2BR 48.50sqm Pre Selling in Quezon City Erin Heights near Ayala Mall, Alfamart","Matandang Balara, Quezon City","PRE SELLING 2 BEDROOM 60 SQM IN QUEZON CITY ERIN HEIGHTS  Project:  ERIN HEIGHTS   Location:  Commonwealth Ave. corner Tandang Sora Ave., Matandang Balara   Nearby:  School:  Mirriam College Claret School of Quezon City Diliman Christian Academy Holy Family School   Hospital:  New Era General Hospital East Avenue Meducal Center General Malval Hospital Diliman Doctors Hospital Philippine Heart Center   Mall:  Ayala Mall Fairview Center Mall Centris Station Mall Public Market Robinson's Supermarket   UNIT DETAILS:  2 Bedroom 62.50 sqm Balcony   Unit Details:  Kitchen Living & Dining Area Bedroom 1 Bedroom 2 Toilet & Bath Balcony   Available Units:",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/the-erin-heights/2br-48-50sqm-pre-selling-in-quezon-city-erin-heigh-173720807455/
79338000,condo,3,3,269,Parklinks Towers,CD6659B85B5C59DPH,"[121.070815,14.596756]",,"Luxurious 3-Bedroom Sky Villa with Panoramic Views in Parklinks South Tower, Que","Ugong Norte, Quezon City","Discover unparalleled luxury and comfort in this exquisite 3-bedroom Sky Villa located in the prestigious Parklinks South Tower. Unit 49A offers a luminous vision of home with expansive spaces and stunning vistas of the cityscape and natural surroundings.  Key Features:  3 Bedrooms: Spacious and well-designed, each bedroom provides a tranquil retreat with built-in wardrobes. 3 Bathrooms: Modern fixtures and fittings with a sleek design. Private Balcony: Enjoy the breathtaking views from your private 34 sqm balcony. Fully Equipped Kitchen: Contemporary kitchen with high-end European-branded appliances and ample storage. Living and Dining Area: Open-plan living and dining areas are perfect for entertaining.   Property Details:  Location: Parklinks South Tower, Quezon City Unit Area: Total area of 269 sqm (226 sqm interior, 34 sqm balcony, and 9 sqm storage and ACCU area) Turnover: Expected in the second quarter of 2029   Amenities:  10th Floor Amenity Deck: Infinity pool, children’s pool, outdoor lounge, fitness center, indoor play area, and sports court. 45th Floor Horizon Terrace: Private lounge with panoramic views of the estate and the Antipolo mountain range. Riverside Dining: Exclusive dining options with direct access to Parklinks Mall. Private Access: Seamless connection to the Esplanade and Parklinks Mall. Green Spaces: Eco Center Avenue, Eco Park, Eco Terraces, and Esplanade provide abundant recreation and relaxation areas.   Nearby Amenities:  Residential Communities: Corinthian Gardens, Greenmeadows, Valle Verde, and more. Commercial Areas: Ayala Malls the 30th, Estancia, Capitol Commons, Greenhills Shopping Center, and more. Schools: Ateneo de Manila University, La Salle Green Hills, Xavier School, and others. Healthcare: The Medical City. Institutions: Christ the King Parish, St. Pio Chapel.   Standard Unit Features:  Expansive balconies with stunning views. Air-conditioning units. Duravit® and Hansgrohe® bathroom fixtures. Energy-efficient lighting fixtures. Functional main kitchens with European-branded cabinet systems and built-in appliances. Provision for a food waste disposal unit and dishwasher. Space and power provision for the washer and dryer. Individual metering for water and electricity. Audio Guest Enunciator System. Duress button. CATV provision for all bedrooms, living room, and utility room. Telephone outlets in all bedrooms and living areas with a choice between two service providers. Provision for Fiber-to-the-Home (FTTH) communications system.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/parklinks-towers/luxurious-3-bedroom-sky-villa-with-panoramic-views-171715593122/
18000000,condo,2,2,100.5,Eastwood LeGrand,CD66BC484B0E258PH,"[121.0798,14.60892]",,"2BR Condo for Sale in Le Grand, Eastwood, Quezon City, Tower 3","Eastwood City, Quezon City","Code: DS88-002995  Category: For Sale Project: Eastwood Le Grand 3 City: Quezon City  Size: 100.5 sqm  Unit: 2 Bedrooms 2BR + 2Toilet And Bath Parking: None  Selling Price: Php 18,000,000.00 Gross  Details of the Property: • 2 Bedrooms • Loft type  • With Maid’s room double deck bed  • Unobstructed view, very peaceful  Parking slot available separately • With 1m worth of interior makeover (foyer, tv area and staircase storage) • With smart home package (switches, plugs etc)   Included: • Oven • Curtains • Chandelier • Cooking stove with range hood • 3 aircon (living area, 2 bedroom) • Queen size bed frame   If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: Bien Singson-Lim Licensed Real Estate Broker - PRC#0005179 Top Realty Corporation",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-legrand-1/2br-condo-for-sale-in-le-grand-eastwood-quezon-cit-172370644713/
18000000,condo,2,2,100.5,Eastwood Legrand,CD66FAD42C88FEDPH,"[121.0798,14.60892]",270,Loft type interior unit for sale at Eastwood Le Grand Condominium,"Eastwood City, Quezon City","EASTWOOD LE GRAND CONDOMINIUM
Palm Tree Avenue, Bagumbayan, Quezon City

Interior design, loft type unit
2 bedrooms
2 bathrooms
100.5 sqm
The unit is located on the 24th floor of Tower 3
With maid’s room, double deck bed
Unobstructed view, very peaceful
Pet friendly
*Parking slot available separately (10 years to pay option available approximately 4-5K a month)
With 1m worth of interior makeover (foyer, tv area and staircase storage)
With smart home package (switches, plugs etc.)

Included:
- Oven
- Curtains
- Chandelier
- Cooking stove with range hood
- 3 aircon (living area, 2 bedroom)
- Queen size bed frame

Asking priece:
Php 18M, CGT included (cash or bank finance, open for assume balance)
Pasalo option: Php 6M cash - out, remaining bank to bank financing (around 11M +)
Below market value (current value: Php 21M)

NOTE:
Title is under developer, In house financing",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-legrand-1/loft-type-interior-unit-for-sale-at-eastwood-le-gr-172771434857/
17500000,condo,2,1,86,One Delta Terraces,CD66DD68E46CF06PH,"[121.0232,14.63518]",,"Pre Selling 2BR 86sqm in Quezon City near UP Diliman, Fisher Mall, Trinoma","Quezon Avenue, Quezon City","Pre Selling 2BEDROOM 86SQM IN QUEZON CITY ONE DELTA TERRACES  Project:  ONE DELTA TERRACES   Location:  Quezon Avenue Brgy, Quezon City, Metro Manila   Nearby:  Hospital:  St. Luke Medical Center Province Hospital East Avenue Medical Center Capitol Medical Center Quezon City General Hospital   School:  St. Mary College UP Diliman University of Sto Tomas Far Eastern University Ateneo De Manila   Mall:  Fisher Mall Solaire North Vertis North Eton Centris Trinoma   UNIT DETAILS:  86 sqm 2 BEDROOM   Available Units:  Studio - 29sqm - 37sqm = 6.6M - 8.7M 2Bedrooms - 50sqm - 86sqm = 10.4M - 17.5M 3Bedrooms - 85.5sqm - 95.5sqm = 16.5M - 19.2M   AMENITIES:  Reception lobby Open Lounge Utility Area Commercial Area Game Area Play Area Fitness Gym Outdoor Fitness Area Entertainment Room Kiddie Pool Leisure Pool Open Sky Lounge Sky Promenade Snack Bar Lap Pool / Lounge Pool   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-2br-86sqm-in-quezon-city-near-up-dilim-172578634015/
15500000,condo,2,2,73,The Arton by Rockwell,CD65B20A7B17DAFPH,"[121.076504,14.640624]",,FS: Beautiful 2BR Unit at The Arton by Rockwell.,"Loyola Heights, Quezon City","FOR SALE!  2 Bedroom Unit at The Arton by Rockwell North Tower in Quezon City!  - 2 Bedrooms - 2 Bathrooms - Floor Area of 73 square meters - 1 Parking Slot.  Located on the 25th floor, fantastic view!   Selling Price: Php 15,500,000  Now ready for occupancy.  For viewing of the property, please give 1 - 2 days advance notice.  I will transact only with direct buyers or PRC Licensed registered real estate brokers with direct buyers.  Strictly no 1-away policy.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/the-arton-by-rockwell/fs-beautiful-2br-unit-at-the-arton-by-rockwell-172076861455/
79250000,condo,3,,231,Parklinks North Tower,CD667A8D214FBA1PH,"[121.070815,14.596756]",,Parklinks - North Tower 3-Bedroom Grand Horizon Suite 231sqm,"Ugong Norte, Quezon City","Live a life with utmost ease and comfort at timeless residences backdropped by scenic views of the skyline!  Parklinks North and South Towers by Ayala Land Premier has 55 floors each. There are a total of 280 units for the North tower that offers one-bedroom to four-bedroom layouts ranging from 70 to 306 square meters. While the South tower has 313 units and offers one-bedroom to three-bedroom layouts ranging from 70 to 286 square meters.   Location: E. Rodriguez Jr. Ave, Quezon City Unit Size Available: 70 - 269sqm Price Range: Php26M to Php95.8M  Huge 18% discount for cash term!  Know more about Parklinks North and South Tower, contact: Doreen Bigcas Lorida  Premier Property Specialist    PRC License : 0029427 DSHUD: NCRA17955  #ayalalandpremier #ayalaland #Parklinks #QuezonCity #realestate #realestateinvestment #luxuryrealestate #investment #propertyinvestment #luxuryproperty #investmentproperty #realestateagent #realtor #investors",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/parklinks-north-tower-3-bedroom-grand-horizon-suit-171982408439/
85922000,condo,3,,267,Parklinks North Tower,CD665EA41CD0FD7PH,"[121.070815,14.596756]",,For sale 3 Bedroom Unit | Parklinks North Tower Quezon City | Ayala Land Premier,"Ugong Norte, Quezon City","We offer:  Property appreciation every year World Classs Amenities Has a direct connection to a lifestyle mall The only luxury condo in Parklinks   This unit is newly upgraded & with the best interior design (Fully-Finished & Semi-Furnished)  5 units per floor only has a maid's room with own toilet & bathroom with 3 separate balconies the location is facing Sunset and Ortigas Skyline   Inclusions upon turnover:  Range Hood and Free-standing Range by Smeg Airconditioning Units Bathroom Fittings by Hansgrohe Kitchen Cabinets by Siematic Lavatory and Water Closet by Duravit We use Low-Emissivity Glass (Low-emissivity or low-e glass is used to minimize the amount of heat that travels through the glass without sacrificing the amount of light that enters.)   Amenities (10th Floor):  Esplanade Hall Outdoor Lounge The Shops at the Esplanade Social Hall and Lawn Motor Court Indoor Play Area Residential Lobby Outdoor Play Area Elevator Lobby Sports Court Pool Complex Horizon Terrace (located at the 45th floor)   Other Unit Features:  Expansive balconies Air-conditioning units Water heater for bedroom T&Bs* Duravit and Grohe (or equivalent) bathroom fixtures Use of energy-efficient lighting fixtures Functional main kitchens with built-in appliances (free-standing range and rangehood) Provision for food waster disposal unit and dishwasher Space and power provision for washer/dryer Individual metering for water and electricity Audio Guest Enunciator System Duress button CATV provision for all bedrooms, living rom and utility room Telephone outlets in all bedrooms and living areas, with a choice between two (2) service providers Provision for Fiber-Optic to the Home (FTTH) communications system   Nearby Location: Key Institutions  Christ the King Parish St. Pio Chapel Te Medical City Camp Aguinaldo   Commercial Areas  Eastwood City Wilcon Depot Robinson's Galleria SM Megamall Edsa Shangri-La Ayala Malls 30th Estancia Capitol Commons Greenhills Shoping Center   Major Schools and Universities  Ateneo UP Diliman Miriam College St. Paul College University of Asia and the Pacific Lourdes School St. Poveda College La Salle Greenhills Immaculate Concepcion Academy Xavier School BGC Schools   Residential Villages & Buildings  Circulo Verde Greenmeadows Valle Verde Acropolis White Plains Corinthian Hills and Corinthian Gardens St. Ignatius One Shang Wack-Wack Village Wack-Wack Golf and Country Club Shang Wack-Wack The Grove   GREEN BUILDING CODE:  Natural Ventilation  Occupants have the opportunity to use natural ventilation for cooling as well as access to fresh air in regularly occupied spaces.  Air-Conditioning System  The air-conditioning system is comprised of efficient cooling equipment.  Daylight Provision  The development is designed to maximize the use of natural light.  Water Efficiency  Efficient plumbing fixtures allow for reduced water consumption.  Rainwater Harvesting  Rainwater is collected and reused for landscape irrigation.  Material Segregation  A material recovery facility is provided, allowing for proper and easy segregation of waste.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-3-bedroom-unit-parklinks-north-tower-quez-171747842855/
2800000,condo,1,1,20,Sun Residences,CD63EAE572B8432PH,"[120.99982,14.620208]",269,"Studio Condominium Unit at Sun Residences, Quezon City For Sale","Santa Teresita, Quezon City","Sun Residences   

1114, 5 Mayon St, Lungsod Quezon City 

Studio Unit 
17th Floor 
Furnished 
TENANTED with monthly income of 15k a month.  
P 2,800,000.00  

FEATURES  
5 Elevators per Tower 
Automatic Fire Detection and Alarm System 
Standby Generator Set for Common Areas & Select Unit Outlets 
Overhead Water Tank and Underground Cistern 
Mailroom 
Garbage Disposal Area for Every Floor 
un Mall at the Ground Floor 
24 Hour Security CCTV System    

AMENITIES  
Grand Lobby 
Swimming Pool 
Function Room 
Children’s Play Area 
Jogging Path Garden and Gazebo 
Multi-purpose Hall Patio and Barbeque Area",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/sun-residences/sun-residences-studio-condominium-unit-for-sale-167633854689/
3200000,condo,2,1,30,VINE RESIDENCES,CD66EE6FF4CF56BPH,"[121.030643,14.704323]",270,VINE RESIDENCES / 2 BEDROOM UNIT FOR SALE & RENT TO OWN AT SM NOVA COMPLEX,"San Bartolome, Quezon City","More than just a home
Located within the SM City Novaliches complex, it offers lifestyle unlike any other in the area. Wake up surrounded by verdant greens, and get your dose of shopping and entertainment with the mall just across! Here, you get more than just a home, you get a lifestyle.

Amenities
Strewn around its amenity area are spaces of fun and leisure like parks, pools, fitness zones, play areas, and lounges. Stroll leisurely along the manicured pathways of the Central Park and admire the Sunken Garden. Jumpstart your day with a swim at any of the two adult pools or take your children to their first dip at the children's splash pool.

Vast open greenery. Secluded sunken gardens. Calm, expansive pools. These are but a few of the exclusive amenities you can enjoy within the gated community that is Vine Residences. Beyond it, you can explore the next-door SM City Novaliches or travel farther via the major roads and transport hubs nearby.

RENT TO OWN!
RFO Units - Early Occupancy Program in 30,60, or 90days.
20% Discount on TLP (Total list Price)
5% Spot DP ( 134K Only)
20k per months in 22 months.
SPOT DP or payment are allowed also.
ALL units from Tower 1&2 are applicable to HDMF.

Unit Viewings are Allowed!
Pls message me now for more details.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/vine-residences-2-bedroom-unit-for-sale-rent-to-ow-172905824488/
